Scr_port,Des_port,Protocol,Service,Duration,Scr_bytes,Des_bytes,Conn_state,missed_bytes,is_syn_only,Is_SYN_ACK,is_pure_ack,is_with_payload,FIN or RST,Bad_checksum,is_SYN_with_RST,Scr_pkts,Scr_ip_bytes,Des_pkts,Des_ip_bytes,total_bytes,total_packet,paket_rate,byte_rate,Scr_packts_ratio,Des_pkts_ratio,Scr_bytes_ratio,Des_bytes_ratio,Avg_user_time,Std_user_time,Avg_nice_time,Std_nice_time,Avg_system_time,Std_system_time,Avg_iowait_time,Std_iowait_time,Avg_ideal_time,Std_ideal_time,Avg_tps,Std_tps,Avg_rtps,Std_rtps,Avg_wtps,Std_wtps,Avg_ldavg_1,Std_ldavg_1,Avg_kbmemused,Std_kbmemused,Avg_num_Proc/s,Std_num_proc/s,Avg_num_cswch/s,std_num_cswch/s,OSSEC_alert,OSSEC_alert_level,Login_attempt,Succesful_login,File_activity,Process_activity,read_write_physical.process,is_privileged,Attack_label,Derived_Attack_Class
57487.0,53.0,3,2,0.000431,156.0,156.0,1,0.0,False,False,False,True,False,False,False,4.0,268.0,4.0,268.0,848.0,8.0,18561.48492,1967517.401,0.5,0.5,0.5,0.5,5.795,6.054696111,3.466,1.717231493,2.1,1.385286974,0.991,2.472231583,87.647,7.464600525,5.1,4.742362281,0.3,0.640312424,4.8,4.489988864,0.48,0.02,915490.0,2255.064522,2.4,1.280624847,1406.6,281.0790636,0,0,0,0,0,0,0,0,0,benign
36440.0,53.0,3,2,0.000293,37.0,37.0,1,0.0,False,False,False,True,False,False,False,1.0,65.0,1.0,65.0,204.0,2.0,6825.938567,696245.7338,0.5,0.5,0.5,0.5,8.219,6.750095481,1.143,0.657146102,2.079,1.034132003,7.513,12.64946011,81.049,12.57811707,35.5,49.64524146,24.0,40.35343852,11.5,13.29849616,0.717,0.028301943,914975.2,4185.091177,0.8,0.6,1688.5,335.3685286,0,0,0,0,0,0,0,0,0,benign
49895.0,5683.0,3,0,0.009644,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,207.3828287,25300.7051,0.5,0.5,0.286885246,0.713114754,7.06,5.774287835,3.732,1.750695862,2.598,1.559941025,0.202,0.10107423,86.407,8.216460369,9.7,2.60959767,0.4,1.2,9.3,2.368543856,0.664,0.026153394,894871.2,5787.481884,1.0,0.0,1688.9,320.5980193,0,0,0,0,0,0,0,0,1,industrial_control
40347.0,80.0,2,4,0.007292,315.0,347.0,1,0.0,True,True,True,True,True,False,False,6.0,635.0,4.0,563.0,1860.0,10.0,1371.36588,255074.0538,0.6,0.4,0.510752688,0.489247312,3.191,4.058404736,4.588,1.697626578,3.016,1.132891875,0.152,0.124161186,89.052,5.526405342,3.9,2.385372088,0.1,0.3,3.8,2.4,0.637,0.137844115,913762.4,1125.633262,0.8,0.4,1776.3,259.4910596,1,5,0,0,0,0,0,0,1,web_access
60578.0,5355.0,3,2,0.101191,164.0,0.0,1,0.0,False,False,False,True,False,False,False,4.0,276.0,0.0,0.0,440.0,4.0,39.52920714,4348.212786,1.0,0.0,1.0,0.0,5.37,6.425561454,2.043,1.680881019,2.596,1.292665463,0.433,0.226585525,89.563,8.366933787,19.9,10.40624812,7.9,9.159148432,12.0,6.985699679,0.139,0.033600595,908261.6,2453.958239,1.2,0.979795897,1325.6,203.995196,0,0,0,0,0,0,0,0,0,benign
50265.0,5683.0,3,0,0.009755,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,205.0230651,25012.81394,0.5,0.5,0.286885246,0.713114754,4.314,3.127705869,2.017,1.934032316,2.318,0.929685968,0.276,0.362055244,91.077,4.150335047,9.8,2.227105745,0.1,0.3,9.7,2.002498439,0.98,0.04,912730.8,878.7319045,0.0,0.0,1512.5,217.5928537,0,0,0,0,0,0,0,0,1,industrial_control
33088.0,20828.0,2,11,6.6e-05,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,30303.0303,1272727.273,0.5,0.5,0.523809524,0.476190476,3.539,5.522677702,3.015,3.319313935,2.05,1.087060256,0.378,0.171452617,91.015,8.987422601,16.2,8.328265125,6.9,8.117265549,9.3,1.615549442,0.985,0.045,907993.6,4256.198567,0.8,0.4,1401.0,271.642412,0,0,0,0,0,0,0,0,1,mqtt_iot
51844.0,80.0,2,4,0.097821,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,11.0,7884.0,5.0,760.0,16476.0,16.0,163.5640609,168430.0917,0.6875,0.3125,0.924010682,0.075989318,5.598,3.41793739,1.243,1.084454241,3.745,2.350741372,0.303,0.295332017,89.109,6.166537846,18.1,8.360023923,7.9,8.665448632,10.2,1.886796226,0.565,0.035,916254.8,1642.878498,10.7,3.257299495,1761.5,496.5571971,0,0,1,1,1,1,0,1,1,auth_privilege
38558.0,53.0,3,2,0.000336,156.0,156.0,1,0.0,False,False,False,True,False,False,False,4.0,268.0,4.0,268.0,848.0,8.0,23809.52381,2523809.524,0.5,0.5,0.5,0.5,6.215,6.187547576,3.345,1.553629621,3.072,1.664997297,8.525,16.73970624,78.846,15.70800318,5.6,4.737087713,0.1,0.3,5.5,4.780167361,0.532,0.4507283,916314.0,2909.006291,0.7,0.458257569,1167.0,115.0243452,0,0,0,0,0,0,0,0,0,benign
35730.0,25.0,2,14,24.611748,35.0,102.0,0,0.0,True,True,True,True,True,False,False,11.0,615.0,7.0,462.0,1214.0,18.0,0.731358049,49.32603731,0.611111111,0.388888889,0.535420099,0.464579901,0.686,0.49380563,1.523,0.711407759,1.469,1.204146586,2.074,5.124615498,94.25,4.79402962,11.5,5.352569476,0.0,0.0,11.5,5.352569476,0.365,0.015,918580.4,350.8638482,1.3,2.282542442,1188.1,149.6859713,0,0,0,0,0,0,0,0,1,other_attack
37815.0,1880.0,2,16,0.013932,629.0,562.0,1,0.0,True,True,True,True,True,False,False,7.0,1001.0,5.0,830.0,3022.0,12.0,861.3264427,216910.7092,0.583333333,0.416666667,0.539377895,0.460622105,8.676,5.561566686,3.875,2.04099608,3.618,1.162349345,5.126,10.14697807,78.705,12.47822123,15.2,18.4921605,1.1,1.445683229,14.1,18.21784839,1.363,0.129,915790.0,1403.259349,10.9,9.071383577,2029.6,401.6125496,0,0,0,0,0,0,0,0,1,mqtt_iot
56210.0,5683.0,3,0,0.028112,44.0,129.0,1,0.0,False,False,False,True,False,False,False,2.0,100.0,2.0,185.0,458.0,4.0,142.2879909,16291.97496,0.5,0.5,0.31441048,0.68558952,8.052,6.660002703,2.102,1.233943273,2.683,1.449048308,4.616,9.42339875,82.548,16.59750511,17.9,7.502666193,8.4,7.670723564,9.5,2.109502311,0.49,0.02,913619.6,3492.203637,0.0,0.0,1665.2,578.5108123,0,0,0,0,0,0,0,0,1,industrial_control
40055.0,502.0,2,7,1.228676,4800.0,4400.0,1,0.0,True,True,True,True,True,False,False,405.0,25868.0,404.0,25416.0,60484.0,809.0,658.4323288,49226.97277,0.500618047,0.499381953,0.507043185,0.492956815,5.536,4.900420798,2.487,1.324817346,2.742,1.143711502,0.557,0.842330695,88.68,6.076726092,10.0,1.788854382,0.1,0.3,9.9,1.813835715,2.124,0.139082709,911664.0,3052.066054,1.3,1.004987562,1701.3,449.0162692,0,0,0,0,0,0,1,0,1,host_process
43916.0,25.0,2,14,3.137154,0.0,0.0,1,0.0,True,False,False,False,False,False,False,3.0,180.0,0.0,0.0,180.0,3.0,0.956280756,57.37684538,1.0,0.0,1.0,0.0,7.373,8.336119061,3.619,3.014595993,2.396,0.997348485,6.363,13.41842021,80.249,15.02817916,33.4,25.97383299,16.7,22.7466481,16.7,14.12126057,1.623,0.04243819,920817.2,2271.994401,0.9,1.920937271,1421.2,456.3290041,0,0,0,0,0,0,0,0,1,other_attack
33104.0,25.0,2,14,15.982946,35.0,102.0,0,0.0,True,True,True,True,True,False,False,11.0,615.0,7.0,462.0,1214.0,18.0,1.126200389,75.95595956,0.611111111,0.388888889,0.535420099,0.464579901,5.174,6.101036305,2.416,2.281570512,3.298,1.711115426,0.075,0.114564392,89.038,9.352520302,4.3,2.410394159,0.1,0.3,4.2,2.441311123,0.67,0.03,913876.4,1708.87982,1.7,1.9,1229.9,242.9829006,0,0,0,0,0,0,0,0,1,other_attack
44315.0,1883.0,2,8,20.032302,1626.0,4.0,1,0.0,True,True,True,True,True,False,False,17.0,2518.0,16.0,844.0,4992.0,33.0,1.647339382,249.1975211,0.515151515,0.484848485,0.830128205,0.169871795,6.705,5.488133107,2.161,1.716930109,3.305,1.478825548,7.328,13.98350371,80.503,12.48285308,17.7,11.46342008,8.4,10.98362417,9.3,1.268857754,0.672,0.038418745,914312.4,2294.260282,1.2,1.661324773,1651.3,340.8686111,0,0,0,0,0,0,1,0,1,host_process
49539.0,5683.0,3,0,0.009907,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,201.8774604,24629.05017,0.5,0.5,0.286885246,0.713114754,5.044,4.160666293,2.266,1.01428004,2.445,1.023584388,0.279,0.23968521,89.963,5.530585954,11.3,7.26704892,6.2,6.368673331,5.1,5.974110812,0.758,0.038418745,918112.4,1515.540247,0.998,0.629313912,1514.928,212.4478634,0,0,0,0,0,0,0,0,1,industrial_control
55748.0,80.0,2,4,0.097889,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,10.0,7844.0,5.0,760.0,16436.0,15.0,153.2347863,167904.4632,0.666666667,0.333333333,0.923825748,0.076174252,5.92,5.184052469,1.544,1.201950082,4.521,1.716481576,2.576,5.646167196,85.438,7.734880477,8.3,9.539916142,0.6,1.496662955,7.7,9.716480844,1.212,0.014,918251.2,1201.5494,11.7,4.05092582,1506.6,181.371001,0,0,1,1,1,1,0,1,1,auth_privilege
43167.0,5683.0,3,0,0.023429,88.0,258.0,1,0.0,False,False,False,True,False,False,False,4.0,200.0,4.0,370.0,916.0,8.0,341.4571685,39096.84579,0.5,0.5,0.31441048,0.68558952,5.24,4.242977728,1.988,1.00172651,3.193,1.278663756,5.282,13.50000059,84.3,14.02156839,11.4,13.48480626,0.0,0.0,11.4,13.48480626,0.92,0.04,912829.6,2504.791696,2.6,4.841487375,1725.8,375.9374416,0,0,0,0,0,0,0,0,1,industrial_control
49797.0,5683.0,3,0,0.009422,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,212.2691573,25896.83719,0.5,0.5,0.286885246,0.713114754,7.193,6.391491297,1.508,1.0602528,2.04,0.715080415,0.251,0.336168113,89.01,7.16946302,13.085,10.93777971,8.9,11.31768528,4.185,3.555,0.258,0.026,918325.6,589.6445031,1.0,0.632455532,1483.1,220.2632289,0,0,0,0,0,0,0,0,1,industrial_control
47026.0,3866.0,2,11,2.1e-05,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,60.0,1.0,40.0,100.0,2.0,95238.09524,4761904.762,0.5,0.5,0.6,0.4,2.805,2.60209627,1.621,1.172855064,2.198,1.291656301,0.583,0.498558923,92.796,3.978452463,24.6,15.86946754,9.2,9.30376268,15.4,13.13925416,0.548,0.206726873,914420.4,1816.448799,1.099,0.70014927,1307.832,242.3592829,0,0,0,0,0,0,0,0,1,mqtt_iot
47935.0,53.0,3,2,0.00032,82.0,82.0,1,0.0,False,False,False,True,False,False,False,2.0,138.0,2.0,138.0,440.0,4.0,12500.0,1375000.0,0.5,0.5,0.5,0.5,4.413,5.813747587,2.29,1.347011507,2.821,1.313563474,0.154,0.125793482,90.326,7.608051262,14.8,9.228217596,0.2,0.4,14.6,9.1126286,0.768,0.042848571,915204.0,2971.061494,1.0,0.632455532,1732.9,258.1466444,0,0,0,0,0,0,0,0,1,dns
61736.0,5683.0,3,0,0.016039,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,124.6960534,15212.91851,0.5,0.5,0.286885246,0.713114754,5.731,6.085205748,1.595,0.506719844,1.593,0.688535402,0.227,0.308611406,90.854,6.550948328,24.5,28.90069203,21.2,29.10601312,3.3,0.9,0.272,0.014,916248.8,1280.854465,1.0,0.632455532,1436.0,199.4632798,0,0,0,0,0,0,0,0,1,industrial_control
58957.0,5683.0,3,0,39.548605,1124.0,0.0,1,0.0,False,False,False,True,False,False,False,2.0,1180.0,0.0,0.0,2304.0,2.0,0.050570684,58.25742779,1.0,0.0,1.0,0.0,27.216,5.701738682,1.655,0.981684776,13.101,2.007528082,0.104,0.127451952,57.925,8.415051099,3.3,0.9,0.0,0.0,3.3,0.9,2.54,0.02,914561.6,5382.002066,0.0,0.0,16543.8,1221.72352,0,0,0,0,0,0,1,0,1,host_process
57210.0,5683.0,3,0,0.006211,21.0,73.0,1,0.0,False,False,False,True,False,False,False,1.0,49.0,1.0,101.0,244.0,2.0,322.0093383,39285.13927,0.5,0.5,0.286885246,0.713114754,8.542,6.498282542,3.409,1.173281296,3.236,1.253979266,0.695,1.502659309,84.119,8.68431972,21.0,22.10429822,7.6,7.605261337,13.4,18.83719724,0.4,0.02,915712.8,2663.536176,0.6,0.489897949,1734.9,256.9098869,0,0,0,0,0,0,0,0,1,industrial_control
48108.0,53.0,3,2,0.002817,156.0,156.0,1,0.0,False,False,False,True,False,False,False,4.0,268.0,4.0,268.0,848.0,8.0,2839.900603,301029.464,0.5,0.5,0.5,0.5,3.71,2.519908729,1.106,0.486172809,3.133,1.778645833,1.605,2.255501053,90.448,5.054747867,12.8,7.249827584,0.0,0.0,12.8,7.249827584,0.82,0.01,913428.8,2513.748309,0.0,0.0,1351.3,331.0918453,0,0,0,0,0,0,0,0,1,dns
7191.0,53.0,3,2,0.000195,37.0,37.0,1,0.0,False,False,False,True,False,False,False,1.0,65.0,1.0,65.0,204.0,2.0,10256.41026,1046153.846,0.5,0.5,0.5,0.5,6.646,7.907468874,1.955,1.084520631,2.765,1.720239809,3.212,7.454719042,85.422,11.63223177,25.5,14.37532608,14.1,11.93691753,11.4,6.069596362,0.805,0.020615528,914445.6,1016.028661,0.5,0.5,1486.4,342.1865573,0,0,0,0,0,0,0,0,0,benign
60172.0,5683.0,3,0,0.022552,44.0,129.0,1,0.0,False,False,False,True,False,False,False,2.0,100.0,2.0,185.0,458.0,4.0,177.3678609,20308.62008,0.5,0.5,0.31441048,0.68558952,4.461,3.560866327,1.836,0.964107878,2.139,0.916945473,9.6,18.58910165,81.963,17.94624532,22.5,20.61188977,6.3,9.808669635,16.2,13.44470156,0.95,0.122474487,914031.6,485.2362723,0.6,0.489897949,1664.1,322.9295434,0,0,0,0,0,0,0,0,1,industrial_control
33292.0,53.0,3,2,4e-06,74.0,0.0,1,0.0,False,False,False,True,False,False,False,2.0,130.0,0.0,0.0,204.0,2.0,500000.0,51000000.0,1.0,0.0,1.0,0.0,3.372,4.888228309,1.925,1.169574709,1.694,0.98494873,3.298,9.391341544,89.715,10.01210193,10.2,9.610411021,5.2,8.784076502,5.0,6.0,0.206,0.012806248,917044.4,3747.348695,0.8,0.4,1135.1,135.7353675,0,0,0,0,0,0,0,0,0,benign
42018.0,1883.0,2,8,6.659955,53.0,5133.0,1,0.0,True,True,True,True,True,False,False,19.0,1049.0,16.0,5973.0,12208.0,35.0,5.255290764,1833.045418,0.542857143,0.457142857,0.090268676,0.909731324,6.971,7.243846285,2.031,1.853830898,2.23,1.367720732,0.253,0.196267674,88.518,8.548481503,16.6,9.372299611,7.1,9.417536833,9.5,1.62788206,1.191,0.066098411,915028.0,1582.577139,0.2,0.6,1401.9,244.5246204,0,0,0,0,0,0,1,0,1,host_process
59464.0,80.0,2,4,1.488295,135.0,310.0,1,0.0,True,True,True,True,True,False,False,6.0,455.0,5.0,578.0,1478.0,11.0,7.391007831,993.0826886,0.545454545,0.454545455,0.399188092,0.600811908,7.566,3.479448807,6.563,1.807750259,9.421,8.028851039,13.681,20.70136394,62.767,27.37328992,19.8,16.28373422,11.1,11.75967687,8.7,11.88318139,2.304,1.516747837,918096.4,2262.275279,0.8,0.4,2772.7,190.3118756,0,0,0,0,0,0,0,0,1,web_access
58338.0,27000.0,2,11,2.6e-05,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,76923.07692,3230769.231,0.5,0.5,0.523809524,0.476190476,1.935,4.058411635,1.473,1.021372116,1.751,1.035523539,1.062,1.846075838,93.784,6.047158341,12.6,4.715930449,0.0,0.0,12.6,4.715930449,0.8,0.026457513,911419.6,1624.506768,0.8,0.4,1333.3,342.9201219,0,0,0,0,0,0,0,0,1,mqtt_iot
44470.0,80.0,2,4,0.053901,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,10.0,7844.0,5.0,760.0,16436.0,15.0,278.2879724,304929.4076,0.666666667,0.333333333,0.923825748,0.076174252,6.131,5.935563074,1.735,1.67314823,2.753,1.033441338,0.178,0.116601887,89.206,8.031666328,14.4,15.57690598,5.2,15.6,9.2,1.166190379,0.535,0.032015621,911522.0,4185.438472,7.0,5.099019514,1381.4,297.4031607,0,0,1,1,1,1,0,1,1,auth_privilege
39846.0,5683.0,3,0,17.132365,1124.0,72.0,1,0.0,False,False,False,True,False,False,False,2.0,1180.0,1.0,100.0,2476.0,3.0,0.175107173,144.5217867,0.666666667,0.333333333,0.930533118,0.069466882,29.535,7.655640078,2.632,1.771167976,10.924,2.949475208,8.313,14.1838916,48.595,13.24349595,29.8,17.06341115,8.2,7.291090453,21.6,15.1142317,1.32,0.247386338,919760.4,2446.609049,0.0,0.0,16096.5,1825.064013,0,0,0,0,0,0,1,0,1,host_process
38776.0,5683.0,3,0,49.653858,1124.0,0.0,1,0.0,False,False,False,True,False,False,False,2.0,1180.0,0.0,0.0,2304.0,2.0,0.040278844,46.40122828,1.0,0.0,1.0,0.0,28.799,5.710478877,1.743,0.963099683,10.53,2.451636188,5.333,8.309103502,53.596,12.11804374,15.8,15.27612516,2.3,6.9,13.5,14.84082208,1.619,0.112289804,920229.6,1364.484606,0.0,0.0,15217.6,1348.607,0,0,0,0,0,0,1,0,1,host_process
13990.0,53.0,3,2,9.1e-05,34.0,34.0,1,0.0,False,False,False,True,False,False,False,1.0,62.0,1.0,62.0,192.0,2.0,21978.02198,2109890.11,0.5,0.5,0.5,0.5,5.074,5.248400137,2.506,1.20279009,2.23,0.977670701,1.272,2.259229072,88.922,8.307734709,18.0,15.8492902,7.0,8.390470785,11.0,15.06651917,0.456,0.024979992,922218.8,1425.670986,0.7,0.640312424,1647.8,199.7277147,0,0,0,0,0,0,0,0,0,benign
36036.0,80.0,2,4,0.047837,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,12.0,7924.0,6.0,812.0,16568.0,18.0,376.2777766,346342.7891,0.666666667,0.333333333,0.921294061,0.078705939,8.377,8.202014448,1.838,1.625784734,3.863,1.250472311,0.778,0.663367168,85.145,9.76903808,25.9,26.5271559,11.0,15.72895419,14.9,13.02651143,0.91,0.052915026,917142.4,712.1128001,12.7,3.46554469,1566.5,204.1432095,0,0,1,1,1,1,0,1,1,auth_privilege
48349.0,22.0,2,15,2.254196,1094.0,1713.0,1,0.0,True,True,True,True,True,False,False,13.0,1778.0,14.0,2449.0,7034.0,27.0,11.97766299,3120.403017,0.481481481,0.518518519,0.408302531,0.591697469,5.302,5.434231868,10.978,2.906860162,5.471,1.587233127,5.125,8.852526476,73.122,11.96679974,19.7,16.28526942,6.8,7.730459236,12.9,13.5532284,1.828,0.092390476,914348.8,2153.051639,4.296,2.53230014,2554.213,429.0680766,1,6,1,0,0,0,0,0,1,auth_privilege
58650.0,5683.0,3,0,107.801371,1686.0,0.0,1,0.0,False,False,False,True,False,False,False,3.0,1770.0,0.0,0.0,3456.0,3.0,0.02782896,32.05896148,1.0,0.0,1.0,0.0,29.58,7.727228481,3.464,1.57253426,12.218,1.805246798,0.076,0.116120627,54.662,9.946556992,3.9,1.640121947,0.2,0.4,3.7,1.417744688,0.684,0.077871689,916500.4,1672.13631,0.1,0.3,15587.224,960.6398012,0,0,0,0,0,0,1,0,1,host_process
53370.0,2800.0,2,11,0.00021,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,9523.809524,400000.0,0.5,0.5,0.523809524,0.476190476,3.829,3.861239309,1.743,0.936408565,2.477,1.41819639,0.327,0.422304393,91.622,5.666172959,13.0,10.43072385,0.4,1.2,12.6,10.57544325,0.999,0.077903787,912575.2,1155.096948,0.899,0.538339112,1243.683,221.9795495,0,0,0,0,0,0,0,0,1,mqtt_iot
34484.0,49154.0,2,12,0.00012,0.0,0.0,0,0.0,True,False,False,False,True,False,False,1.0,44.0,1.0,40.0,84.0,2.0,16666.66667,700000.0,0.5,0.5,0.523809524,0.476190476,0.936,0.846087466,0.885,0.304409264,1.794,0.899068407,0.175,0.160078106,96.209,0.881049942,10.7,16.23607095,7.7,16.23607095,3.0,0.0,0.255,0.015,914316.0,895.3515511,1.297,0.894360666,1307.344,329.0907368,0,0,0,0,0,0,0,0,1,industrial_control
49758.0,80.0,2,4,0.092007,7340.0,492.0,1,0.0,True,True,True,True,True,False,False,10.0,7844.0,5.0,760.0,16436.0,15.0,163.0310737,178638.5818,0.666666667,0.333333333,0.923825748,0.076174252,5.384,5.586331891,1.856,1.110172959,3.936,1.93388314,0.203,0.151066211,88.622,8.104460253,10.4,11.19106787,0.1,0.3,10.3,11.25211091,1.335,0.055,921056.0,1699.103764,10.5,7.566372975,1833.0,552.872318,0,0,0,0,0,0,0,0,1,web_access
